ID,DGP,EV
v8_2019_3_21_10.83_8909_8909_8909,0.431259,849.730504
v8_2019_3_26_10.08_8909_8909_8909,0.438880,765.487870
v8_2019_3_21_9.33_8909_8909_8909,0.480007,798.261604
v8_2019_3_28_11.25_8906_8906_8906,0.424443,4508.816612
v8_2019_3_21_11.08_8906_8906_8906,0.982802,9712.739003
v8_2019_3_26_10.5_8909_8909_8909,0.058970,119.709587
v8_2019_3_28_11.42_8906_8906_8906,0.416684,4376.373866
v8_2019_3_21_9.75_8906_8906_8906,1.000000,11048.923841
v8_2019_3_28_10.58_8909_8909_8909,0.426579,798.890451
v8_2019_3_26_10.83_8905_8905_8905,0.904017,10448.769514
v8_2019_3_21_10.67_8905_8905_8905,1.000000,35850.213001
v8_2019_3_28_9.75_8905_8905_8905,1.000000,38111.632974
v8_2019_3_21_11.42_8909_8909_8909,0.402787,662.550737
v8_2019_3_28_10.42_8905_8905_8905,1.000000,35405.700966
v6_2019_3_21_10.67_8905_8905_8905,1.000000,36756.537421
v8_2019_3_21_10.58_8909_8909_8909,0.436518,768.698624
v8_2019_3_26_11.58_8906_8906_8906,0.339339,3037.893342
v8_2019_3_21_11.67_8906_8906_8906,0.415309,4347.104345
v6_2019_3_21_10.92_8909_8909_8909,0.421049,764.698255
v8_2019_3_21_11.25_8906_8906_8906,0.924329,9022.832749
v8_2019_3_26_10.42_8906_8906_8906,0.373241,1624.840037
v8_2019_3_28_9.08_8906_8906_8906,1.000000,9905.803813
v6_2019_3_21_11.17_8906_8906_8906,0.962495,9520.695185
v8_2019_3_21_10.25_8905_8905_8905,1.000000,34944.494861
v8_2019_3_26_9.33_8905_8905_8905,1.000000,34581.344265
v8_2019_3_21_10.17_8909_8909_8909,0.448149,775.311396
v6_2019_3_21_9.67_8905_8905_8905,1.000000,35584.495753
v8_2019_3_21_9.83_8906_8906_8906,1.000000,10734.376228
v8_2019_3_22_10.0_8909_8909_8909,0.427056,698.195207
v6_2019_3_21_10.17_8905_8905_8905,1.000000,35359.669875
v8_2019_3_21_9.42_8905_8905_8905,1.000000,35717.438765
v8_2019_3_28_11.25_8909_8909_8909,0.187481,481.730666
v8_2019_3_22_10.17_8906_8906_8906,1.000000,9842.844002
v6_2019_3_21_11.33_8909_8909_8909,0.392812,669.858685
v8_2019_3_21_10.75_8909_8909_8909,0.426998,853.937115
v8_2019_3_21_9.92_8906_8906_8906,1.000000,10849.812260
v8_2019_3_22_9.42_8906_8906_8906,1.000000,9916.486151
v6_2019_3_21_9.92_8909_8909_8909,0.465268,781.751573
v8_2019_3_21_9.58_8906_8906_8906,1.000000,11108.897211
v8_2019_3_28_10.0_8906_8906_8906,1.000000,10243.389456
v8_2019_3_22_9.58_8905_8905_8905,1.000000,28553.411408
v6_2019_3_21_10.92_8905_8905_8905,1.000000,33908.344657
v8_2019_3_21_10.42_8906_8906_8906,1.000000,10770.260001
v8_2019_3_21_10.33_8906_8906_8906,1.000000,10619.141588
v8_2019_3_22_9.5_8906_8906_8906,0.992996,9235.520295
v6_2019_3_21_9.33_8906_8906_8906,1.000000,10684.405610
v7_2019_4_1_9.5_8909_8909_8909,0.489450,917.293288
v8_2019_3_21_11.58_8906_8906_8906,0.419616,4421.596900
v8_2019_3_28_9.42_8909_8909_8909,0.466616,748.706857
v6_2019_3_21_11.92_8906_8906_8906,0.412041,4298.802996
v7_2019_4_1_10.92_8905_8905_8905,1.000000,44279.792200
v8_2019_3_21_11.0_8905_8905_8905,1.000000,33617.014220
v8_2019_3_21_11.5_8906_8906_8906,0.424293,4500.214122
v6_2019_3_21_9.5_8906_8906_8906,1.000000,10655.357301
v7_2019_4_1_11.92_8906_8906_8906,0.395157,4016.897186
v8_2019_3_28_10.75_8906_8906_8906,0.721886,6215.331739
v8_2019_3_21_11.42_8905_8905_8905,1.000000,29996.801200
v6_2019_3_21_9.17_8909_8909_8909,0.493980,722.906656
v7_2019_4_1_9.25_8905_8905_8905,1.000000,50305.696976
v8_2019_3_21_11.33_8905_8905_8905,1.000000,28315.167419
v8_2019_3_21_10.58_8905_8905_8905,1.000000,35303.123937
v6_2019_3_21_10.67_8909_8909_8909,0.438401,829.949311
v7_2019_4_1_9.75_8909_8909_8909,0.487223,993.403228
v8_2019_3_28_9.75_8906_8906_8906,1.000000,10552.318049
v8_2019_3_21_10.08_8909_8909_8909,0.452472,763.794905
v6_2019_3_21_10.83_8906_8906_8906,1.000000,10562.038786
v7_2019_4_1_10.67_8909_8909_8909,0.467837,969.520502
v8_2019_3_22_10.42_8905_8905_8905,1.000000,35040.522773
v8_2019_3_21_11.83_8906_8906_8906,0.408198,4231.752042
v7_2019_4_1_11.5_8905_8905_8905,0.963929,13711.468028
v6_2019_3_21_11.08_8909_8909_8909,0.416096,705.665924
v8_2019_3_28_10.42_8909_8909_8909,0.433894,836.399218
v8_2019_3_21_10.83_8905_8905_8905,1.000000,34980.995133
v7_2019_4_1_11.17_8906_8906_8906,0.396745,4049.373341
v6_2019_3_21_11.83_8905_8905_8905,1.000000,14646.836348
v8_2019_3_22_9.17_8905_8905_8905,1.000000,31597.498636
v8_2019_3_21_9.25_8906_8906_8906,1.000000,10457.433584
v7_2019_4_1_9.08_8905_8905_8905,1.000000,48726.264410
v6_2019_3_21_11.5_8906_8906_8906,0.431014,4617.988504
v8_2019_3_28_11.08_8905_8905_8905,1.000000,33745.002561
v8_2019_3_21_9.42_8909_8909_8909,0.473442,732.139141
v7_2019_4_1_10.17_8905_8905_8905,1.000000,50876.936188
v6_2019_3_21_10.58_8906_8906_8906,1.000000,10701.676833
v8_2019_3_22_11.58_8905_8905_8905,1.000000,14859.555371
v8_2019_3_21_10.75_8905_8905_8905,1.000000,35115.008532
v7_2019_4_1_9.83_8909_8909_8909,0.508346,1050.487154
v6_2019_3_21_11.42_8906_8906_8906,0.937779,9261.853602
v8_2019_3_28_10.08_8906_8906_8906,1.000000,10812.760283
v8_2019_3_21_11.75_8906_8906_8906,0.413656,4322.197643
v7_2019_4_1_10.0_8905_8905_8905,1.000000,51127.208025
v6_2019_3_21_11.58_8905_8905_8905,1.000000,15345.935472
v8_2019_3_22_10.5_8906_8906_8906,1.000000,10706.732396
v8_2019_3_21_9.08_8906_8906_8906,1.000000,10654.621724
v6_2019_3_21_10.42_8905_8905_8905,1.000000,37159.024378
v8_2019_3_28_9.42_8905_8905_8905,1.000000,33375.256526
v7_2019_4_1_11.33_8909_8909_8909,0.181851,393.881526
v8_2019_3_21_10.25_8909_8909_8909,0.440321,810.698950
v6_2019_3_21_9.25_8906_8906_8906,1.000000,10547.439623
v8_2019_3_22_11.42_8906_8906_8906,0.874368,8138.195137
v7_2019_4_1_9.58_8909_8909_8909,0.488363,1005.104893
v8_2019_3_21_10.0_8906_8906_8906,1.000000,10687.443613
v6_2019_3_21_9.42_8909_8909_8909,0.481117,791.550759
v8_2019_3_28_9.58_8906_8906_8906,1.000000,10719.858406
v7_2019_4_1_9.75_8905_8905_8905,1.000000,49321.226593
v8_2019_3_21_9.67_8905_8905_8905,1.000000,35452.259239
v6_2019_3_21_11.25_8909_8909_8909,0.402392,682.501313
v8_2019_3_22_10.58_8906_8906_8906,1.000000,10769.303417
v7_2019_4_1_11.67_8906_8906_8906,0.402780,4145.814876
v8_2019_3_21_10.33_8909_8909_8909,0.444043,854.711897
v6_2019_3_21_11.75_8905_8905_8905,1.000000,14782.983734
v8_2019_3_22_11.83_8905_8905_8905,0.985650,14062.488332
v7_2019_4_1_10.67_8905_8905_8905,1.000000,48184.050524
v8_2019_3_21_10.17_8906_8906_8906,1.000000,10393.239022
v6_2019_3_21_9.08_8906_8906_8906,1.000000,10819.815867
v8_2019_3_28_9.5_8906_8906_8906,1.000000,10152.060812
v7_2019_4_1_11.5_8909_8909_8909,0.184581,438.666817
v8_2019_3_21_9.92_8909_8909_8909,0.463597,781.500570
v6_2019_3_21_10.0_8906_8906_8906,1.000000,10830.768876
v8_2019_3_28_10.25_8906_8906_8906,1.000000,10508.626731
v7_2019_4_1_9.5_8905_8905_8905,1.000000,47297.860590
v8_2019_3_21_11.17_8905_8905_8905,1.000000,31438.248514
v6_2019_3_21_10.75_8906_8906_8906,1.000000,10405.029591
v8_2019_3_22_10.83_8906_8906_8906,0.876741,8154.286286
v7_2019_4_1_10.92_8909_8909_8909,0.458355,871.812333
v8_2019_3_21_9.33_8906_8906_8906,1.000000,10544.179785
v6_2019_3_21_11.58_8909_8909_8909,0.182750,411.103056
v8_2019_3_28_11.25_8905_8905_8905,1.000000,15280.311873
v7_2019_4_1_9.25_8909_8909_8909,0.498808,961.598530
v8_2019_3_21_11.67_8909_8909_8909,0.187400,478.220134
v6_2019_3_21_10.42_8909_8909_8909,0.448253,817.249837
v8_2019_3_22_11.08_8909_8909_8909,0.385410,739.106733
v7_2019_4_1_11.33_8905_8905_8905,0.975250,13904.840309
v6_2019_3_21_9.75_8906_8906_8906,1.000000,11139.080486
v8_2019_3_21_9.5_8905_8905_8905,1.000000,35027.623809
v8_2019_3_28_9.83_8906_8906_8906,1.000000,11102.751679
v7_2019_4_1_9.42_8906_8906_8906,1.000000,14473.659462
v8_2019_3_21_9.17_8909_8909_8909,0.493739,750.429506
v6_2019_3_21_11.08_8905_8905_8905,1.000000,33290.982107
v8_2019_3_22_10.75_8906_8906_8906,0.998593,9929.091032
v7_2019_4_1_10.33_8906_8906_8906,1.000000,14390.453325
v6_2019_3_21_10.08_8906_8906_8906,1.000000,10603.313953
v8_2019_3_21_11.92_8905_8905_8905,0.965955,13733.891787
v7_2019_4_1_9.58_8905_8905_8905,1.000000,49275.229320
v8_2019_3_26_11.83_8905_8905_8905,0.693362,9064.097713
v6_2019_3_21_11.83_8909_8909_8909,0.181833,392.883433
v8_2019_3_21_10.92_8906_8906_8906,1.000000,10194.988731
v7_2019_4_1_9.08_8909_8909_8909,0.496775,985.111827
v8_2019_3_22_9.92_8905_8905_8905,1.000000,39230.962319
v8_2019_3_21_11.17_8909_8909_8909,0.409451,730.668593
v6_2019_3_21_11.75_8909_8909_8909,0.184215,426.888266
v7_2019_4_1_10.17_8909_8909_8909,0.485669,1014.831926
v8_2019_3_26_9.17_8909_8909_8909,0.486326,775.542553
v8_2019_3_21_9.92_8905_8905_8905,1.000000,36716.733572
v6_2019_3_21_9.83_8906_8906_8906,1.000000,10609.263753
v7_2019_4_1_9.83_8905_8905_8905,1.000000,56356.338580
v8_2019_3_26_10.83_8906_8906_8906,0.466945,3121.460028
v6_2019_3_21_10.25_8906_8906_8906,1.000000,10119.821441
v8_2019_3_21_11.0_8906_8906_8906,1.000000,10019.554510
v7_2019_4_1_10.0_8909_8909_8909,0.485898,975.447510
v8_2019_3_26_11.08_8909_8909_8909,0.251892,288.308323
v6_2019_3_21_9.42_8905_8905_8905,1.000000,35854.889399
v8_2019_3_21_9.67_8909_8909_8909,0.466151,738.418148
v7_2019_4_1_11.0_8905_8905_8905,1.000000,44290.221311
v8_2019_3_26_11.58_8905_8905_8905,0.754372,10097.281057
v6_2019_3_21_9.58_8906_8906_8906,1.000000,10805.522914
v8_2019_3_21_10.33_8905_8905_8905,1.000000,35885.147496
v7_2019_4_1_11.75_8909_8909_8909,0.181013,387.040483
v8_2019_3_26_9.33_8906_8906_8906,1.000000,10221.674634
v6_2019_3_21_11.25_8905_8905_8905,1.000000,30570.867062
v8_2019_3_21_11.33_8906_8906_8906,0.887479,8413.872251
v7_2019_4_1_10.25_8906_8906_8906,1.000000,13987.145626
v6_2019_3_21_11.67_8905_8905_8905,1.000000,14990.520009
v8_2019_3_21_10.5_8906_8906_8906,1.000000,10804.158951
v8_2019_3_26_10.42_8905_8905_8905,0.605831,5478.378131
v7_2019_4_1_11.25_8905_8905_8905,0.968533,13790.936060
v6_2019_3_21_9.17_8906_8906_8906,1.000000,11277.392722
v8_2019_3_21_9.5_8909_8909_8909,0.474568,726.069946
v8_2019_3_26_10.58_8906_8906_8906,0.388931,1946.768792
v7_2019_4_1_9.92_8906_8906_8906,1.000000,14542.332694
v6_2019_3_21_9.5_8909_8909_8909,0.474751,713.304535
v8_2019_3_21_11.92_8909_8909_8909,0.186285,465.263529
v8_2019_3_26_11.42_8906_8906_8906,0.320916,2720.936265
v7_2019_4_1_9.33_8909_8909_8909,0.496251,965.314309
v6_2019_3_21_10.5_8905_8905_8905,1.000000,36754.304816
v8_2019_3_21_9.17_8905_8905_8905,1.000000,37241.045750
v8_2019_3_26_11.25_8909_8909_8909,0.238933,267.202050
v7_2019_4_1_11.58_8909_8909_8909,0.181725,398.088297
v6_2019_3_21_10.67_8906_8906_8906,1.000000,10895.621941
v8_2019_3_21_10.67_8906_8906_8906,1.000000,10604.562968
v8_2019_3_26_9.92_8909_8909_8909,0.422570,622.855986
v7_2019_4_1_10.42_8909_8909_8909,0.479984,972.072117
v6_2019_3_21_9.33_8909_8909_8909,0.477450,738.057284
v8_2019_3_21_11.67_8905_8905_8905,1.000000,14446.116525
v7_2019_4_1_10.5_8905_8905_8905,1.000000,50694.939523
v8_2019_3_26_10.75_8906_8906_8906,0.462762,2974.440815
v6_2019_3_21_11.92_8909_8909_8909,0.186904,474.790118
v8_2019_3_21_9.08_8909_8909_8909,0.494013,719.694972
v7_2019_4_1_11.08_8905_8905_8905,1.000000,35877.409356
v8_2019_3_26_9.67_8905_8905_8905,1.000000,16305.360365
v6_2019_3_21_11.33_8906_8906_8906,0.907834,8794.418098
v8_2019_3_21_11.25_8905_8905_8905,1.000000,30295.201025
v7_2019_4_1_9.17_8906_8906_8906,1.000000,15007.352489
v8_2019_3_26_11.75_8905_8905_8905,0.753346,10084.958009
v6_2019_3_21_10.33_8905_8905_8905,1.000000,36319.889890
v8_2019_3_21_10.0_8909_8909_8909,0.453054,759.631510
v7_2019_4_1_11.83_8909_8909_8909,0.182542,408.791139
v6_2019_3_21_9.92_8906_8906_8906,1.000000,11075.140241
v8_2019_3_26_11.58_8909_8909_8909,0.175103,330.876312
v8_2019_3_21_9.83_8905_8905_8905,1.000000,36409.029584
v7_2019_4_1_10.08_8906_8906_8906,1.000000,15759.005630
v6_2019_3_21_11.17_8909_8909_8909,0.405775,777.186390
v8_2019_3_21_10.25_8906_8906_8906,1.000000,10344.656750
v8_2019_3_26_10.42_8909_8909_8909,0.095645,149.320254
v7_2019_4_1_11.25_8909_8909_8909,0.179240,365.334742
v6_2019_3_21_11.0_8905_8905_8905,1.000000,34081.477645
v8_2019_3_21_9.42_8906_8906_8906,1.000000,10519.766758
v8_2019_3_26_10.08_8906_8906_8906,1.000000,9851.430709
v7_2019_4_1_11.0_8909_8909_8909,0.451607,860.406819
v6_2019_3_21_10.92_8906_8906_8906,1.000000,10054.385447
v8_2019_3_21_9.58_8905_8905_8905,1.000000,37571.904016
v8_2019_3_26_10.5_8906_8906_8906,0.355055,1433.559714
v7_2019_4_1_11.75_8905_8905_8905,0.938779,13282.974244
v6_2019_3_21_9.33_8905_8905_8905,1.000000,38641.675980
v8_2019_3_21_11.75_8909_8909_8909,0.189372,517.345427
v8_2019_3_26_11.83_8909_8909_8909,0.166388,286.118289
v7_2019_4_1_9.67_8906_8906_8906,1.000000,14630.120893
v7_2019_4_1_10.67_8906_8906_8906,1.000000,14216.631096
v8_2019_3_21_11.83_8909_8909_8909,0.187900,491.533187
v8_2019_3_26_9.17_8905_8905_8905,1.000000,38893.173513
v7_2019_4_1_10.75_8906_8906_8906,1.000000,14171.260563
v7_2019_4_1_9.5_8906_8906_8906,1.000000,13940.827935
v8_2019_3_21_10.08_8906_8906_8906,1.000000,10409.656976
v8_2019_3_26_11.08_8905_8905_8905,0.959770,11380.720827
v7_2019_4_1_11.08_8909_8909_8909,0.440389,755.062893
v7_2019_4_1_11.92_8909_8909_8909,0.182077,395.085898
v8_2019_3_21_11.08_8905_8905_8905,1.000000,32763.572550
v7_2019_3_20_9.83_8905_8905_8905,1.000000,33784.196231
v7_2019_4_1_10.5_8909_8909_8909,0.468452,991.338624
v7_2019_4_1_10.58_8909_8909_8909,0.469204,988.915419
v7_2019_3_28_10.08_8906_8906_8906,1.000000,10836.614714
v7_2019_3_20_10.17_8909_8909_8909,0.457322,689.673191
v7_2019_4_1_10.83_8906_8906_8906,1.000000,14038.095099
v7_2019_3_28_9.75_8905_8905_8905,1.000000,35915.184080
v7_2019_4_1_11.42_8909_8909_8909,0.183911,423.870977
v7_2019_3_20_9.25_8905_8905_8905,1.000000,34456.271794
v7_2019_4_1_11.83_8905_8905_8905,0.961997,13675.778315
v7_2019_3_20_9.42_8906_8906_8906,1.000000,10226.039338
v7_2019_4_1_10.83_8909_8909_8909,0.461335,938.846457
v7_2019_3_20_10.33_8906_8906_8906,1.000000,10363.691696
v7_2019_4_1_9.33_8905_8905_8905,1.000000,48783.424238
v7_2019_3_28_11.08_8905_8905_8905,1.000000,33913.917756
v7_2019_4_1_9.17_8905_8905_8905,1.000000,50928.086776
v7_2019_3_20_9.75_8909_8909_8909,0.463260,743.685906
v7_2019_4_1_10.58_8906_8906_8906,1.000000,15240.445335
v7_2019_3_20_10.67_8909_8909_8909,0.422056,695.153978
v7_2019_4_1_11.08_8906_8906_8906,1.000000,10622.469468
v7_2019_4_1_11.42_8906_8906_8906,0.398921,4085.905371
v7_2019_3_20_11.5_8905_8905_8905,1.000000,20793.384173
v7_2019_4_1_10.5_8906_8906_8906,1.000000,14989.446350
v7_2019_3_28_9.25_8909_8909_8909,0.475439,760.308086
v7_2019_4_1_11.58_8905_8905_8905,0.954488,13550.380298
v7_2019_3_20_11.33_8905_8905_8905,1.000000,31312.975582
v7_2019_4_1_10.08_8905_8905_8905,1.000000,53416.916456
v7_2019_3_20_9.58_8905_8905_8905,1.000000,35263.682179
v7_2019_4_1_10.42_8905_8905_8905,1.000000,49878.463208
v7_2019_3_20_9.08_8905_8905_8905,1.000000,33083.202685
v7_2019_4_1_9.67_8909_8909_8909,0.487788,936.255271
v7_2019_3_20_9.08_8909_8909_8909,0.484236,632.928851
v7_2019_4_1_9.08_8906_8906_8906,1.000000,14344.787201
v7_2019_3_20_10.92_8909_8909_8909,0.422594,688.273917
v7_2019_4_1_11.17_8905_8905_8905,0.971378,13839.484470
v7_2019_4_1_11.0_8906_8906_8906,1.000000,13086.215057
v7_2019_3_28_10.42_8909_8909_8909,0.438162,721.353582
v7_2019_3_20_10.0_8905_8905_8905,1.000000,35585.821740
v7_2019_4_1_10.17_8906_8906_8906,1.000000,14983.505955
v7_2019_4_1_10.75_8909_8909_8909,0.468169,961.910758
v7_2019_3_28_10.75_8906_8906_8906,0.724176,6264.246241
v7_2019_3_20_9.83_8909_8909_8909,0.455853,730.428646
v7_2019_4_1_10.0_8906_8906_8906,1.000000,15064.735853
v7_2019_4_1_10.25_8905_8905_8905,1.000000,47362.490827
v7_2019_3_20_10.67_8905_8905_8905,1.000000,31254.435465
v7_2019_3_20_11.92_8906_8906_8906,0.406133,4198.134476
v7_2019_4_1_9.42_8909_8909_8909,0.495750,942.676430
v7_2019_4_1_9.92_8905_8905_8905,1.000000,49288.777768
v7_2019_3_28_9.83_8909_8909_8909,0.468527,719.751689
v7_2019_3_20_11.67_8906_8906_8906,0.423713,4491.057544
v7_2019_4_1_11.25_8906_8906_8906,0.397395,4061.211594
v7_2019_4_1_10.33_8909_8909_8909,0.475428,947.029376
v7_2019_3_20_9.58_8909_8909_8909,0.470948,704.953944
v7_2019_3_26_9.5_8906_8906_8906,0.811396,6782.666831
v7_2019_4_1_10.83_8905_8905_8905,1.000000,47663.540435
v7_2019_4_1_10.92_8906_8906_8906,1.000000,13061.938656
v7_2019_3_20_10.08_8906_8906_8906,1.000000,10388.287735
v7_2019_3_26_10.42_8909_8909_8909,0.069373,126.848472
v7_2019_4_1_9.17_8909_8909_8909,0.508195,964.001267
v7_2019_4_1_9.25_8906_8906_8906,1.000000,14870.796564
v7_2019_3_28_10.0_8905_8905_8905,1.000000,34808.749872
v7_2019_3_20_11.83_8909_8909_8909,0.184820,441.569419
v7_2019_4_1_10.08_8909_8909_8909,0.486023,1035.977066
v7_2019_4_1_11.92_8905_8905_8905,0.944629,13379.235247
v7_2019_3_20_11.08_8905_8905_8905,1.000000,32199.784712
v7_2019_3_26_11.58_8909_8909_8909,0.164802,280.608416
v8_2019_3_22_11.75_8905_8905_8905,0.997282,14264.391695
v7_2019_4_1_11.67_8909_8909_8909,0.181741,398.046727
v7_2019_3_20_11.58_8909_8909_8909,0.183234,416.863989
v7_2019_3_26_10.5_8905_8905_8905,0.563477,4890.692989
v8_2019_3_22_9.67_8909_8909_8909,0.438651,584.469181
v7_2019_4_1_11.5_8906_8906_8906,0.397798,4066.250811
v7_2019_3_20_9.67_8906_8906_8906,1.000000,10250.271675
v7_2019_3_26_9.17_8906_8906_8906,1.000000,11533.478114
v7_2019_4_1_11.83_8906_8906_8906,0.396320,4039.058117
v7_2019_4_1_11.33_8906_8906_8906,0.402874,4150.277916
v7_2019_3_20_10.42_8909_8909_8909,0.443037,710.319466
v8_2019_3_22_11.0_8906_8906_8906,0.947819,9190.026362
v7_2019_3_26_11.75_8905_8905_8905,0.766168,10306.537466
v7_2019_4_1_9.42_8905_8905_8905,1.000000,49025.610648
v7_2019_3_20_11.0_8909_8909_8909,0.413838,724.454901
v7_2019_3_28_9.08_8905_8905_8905,1.000000,31850.944375
v7_2019_4_1_9.58_8906_8906_8906,1.000000,14524.245586
v8_2019_3_22_11.25_8909_8909_8909,0.397706,753.314560
v7_2019_3_20_9.5_8909_8909_8909,0.471346,717.379899
v7_2019_4_1_10.33_8905_8905_8905,1.000000,48784.594693
v7_2019_3_26_10.75_8906_8906_8906,0.464759,3031.881137
v8_2019_3_22_10.08_8906_8906_8906,0.933358,8549.860659
v7_2019_3_20_11.25_8905_8905_8905,1.000000,32282.106882
v8_2019_3_22_9.33_8906_8906_8906,1.000000,13260.529925
v7_2019_4_1_11.17_8909_8909_8909,0.183384,417.177399
v7_2019_3_26_11.0_8909_8909_8909,0.255361,334.894235
v7_2019_3_20_10.5_8909_8909_8909,0.438170,721.621577
v7_2019_4_1_10.58_8905_8905_8905,1.000000,51745.876082
v7_2019_4_1_9.83_8906_8906_8906,1.000000,16602.291746
v7_2019_3_28_9.58_8909_8909_8909,0.458499,704.071274
v7_2019_3_20_10.25_8906_8906_8906,1.000000,10271.810930
v7_2019_4_1_9.33_8906_8906_8906,1.000000,15459.397947
v7_2019_4_1_11.67_8905_8905_8905,0.966358,13750.912243
v7_2019_3_28_11.25_8909_8909_8909,0.187137,477.646650
v7_2019_3_20_9.33_8905_8905_8905,1.000000,34984.588220
v8_2019_3_22_11.83_8909_8909_8909,0.182541,408.840692
v7_2019_4_1_9.75_8906_8906_8906,1.000000,14548.025544
v7_2019_3_26_9.67_8906_8906_8906,0.642046,4889.418301
v7_2019_4_1_11.42_8905_8905_8905,0.972029,13849.515590
v7_2019_3_20_11.75_8909_8909_8909,0.189176,512.715718
v6_2019_4_1_11.92_8906_8906_8906,0.398385,4073.012145
v7_2019_3_28_10.42_8905_8905_8905,1.000000,35602.679487
v8_2019_3_22_11.08_8905_8905_8905,1.000000,27910.858254
v7_2019_3_21_9.42_8905_8905_8905,1.000000,35914.198175
v7_2019_3_20_11.58_8905_8905_8905,1.000000,15207.554007
v7_2019_3_26_11.25_8909_8909_8909,0.244336,295.399049
v7_2019_4_1_11.58_8906_8906_8906,0.395878,4030.693803
v6_2019_4_1_10.92_8905_8905_8905,1.000000,45004.539954
v7_2019_3_20_10.42_8905_8905_8905,1.000000,34359.544382
v7_2019_3_28_9.25_8905_8905_8905,1.000000,35712.792630
v7_2019_4_1_10.42_8906_8906_8906,1.000000,14726.833195
v6_2019_4_1_9.92_8909_8909_8909,0.490481,1029.590488
v7_2019_3_20_11.0_8905_8905_8905,1.000000,32787.837129
v7_2019_3_26_11.42_8906_8906_8906,0.324560,2785.503853
v7_2019_4_1_10.25_8909_8909_8909,0.473681,947.255930
v6_2019_4_1_10.67_8909_8909_8909,0.470078,972.155738
v7_2019_3_20_9.5_8905_8905_8905,1.000000,35390.483938
v7_2019_3_26_10.58_8906_8906_8906,0.390094,1998.779774
v7_2019_3_20_10.58_8906_8906_8906,1.000000,10073.288189
v6_2019_4_1_9.67_8905_8905_8905,1.000000,48940.404135
v8_2019_3_22_10.42_8909_8909_8909,0.441664,776.965768
v7_2019_3_26_10.42_8905_8905_8905,0.610137,5572.844624
v6_2019_4_1_10.17_8905_8905_8905,1.000000,53191.171891
v7_2019_3_20_11.42_8906_8906_8906,0.935409,9188.880640
v7_2019_4_1_9.92_8909_8909_8909,0.486262,931.658728
v6_2019_4_1_9.17_8909_8909_8909,0.508165,967.157236
v7_2019_3_28_11.42_8906_8906_8906,0.423031,4485.280347
v7_2019_3_20_11.83_8905_8905_8905,1.000000,14586.764414
v8_2019_3_22_9.17_8909_8909_8909,0.473832,639.014440
v6_2019_4_1_11.17_8906_8906_8906,0.401771,4130.989297
v7_2019_3_20_10.83_8906_8906_8906,0.973502,9528.087198
v7_2019_3_26_10.5_8909_8909_8909,0.056069,116.613136
v7_2019_4_1_9.67_8905_8905_8905,1.000000,49579.783602
v6_2019_4_1_9.33_8906_8906_8906,1.000000,14562.219308
v7_2019_3_20_9.92_8906_8906_8906,1.000000,10555.767528
v7_2019_3_26_11.58_8905_8905_8905,0.768677,10344.351972
v8_2019_3_22_11.58_8909_8909_8909,0.186680,471.760975
v7_2019_3_20_11.08_8909_8909_8909,0.416968,706.751811
v6_2019_4_1_11.33_8909_8909_8909,0.188376,495.179938
v7_2019_3_26_10.83_8906_8906_8906,0.468095,3153.486671
v7_2019_4_1_11.75_8906_8906_8906,0.389195,3919.204941
v7_2019_3_20_10.75_8906_8906_8906,1.000000,10115.399024
v6_2019_4_1_10.67_8905_8905_8905,1.000000,49306.478078
v7_2019_3_26_11.08_8909_8909_8909,0.251283,284.429939
v8_2019_3_22_9.67_8905_8905_8905,1.000000,28496.311431
v7_2019_3_20_9.33_8909_8909_8909,0.479448,695.250081
v6_2019_4_1_11.0_8906_8906_8906,1.000000,13270.275086
v7_2019_3_26_9.33_8905_8905_8905,1.000000,34754.456309
v7_2019_4_1_10.75_8905_8905_8905,1.000000,48108.765566
v6_2019_4_1_9.67_8909_8909_8909,0.487969,964.393991
v7_2019_3_20_11.75_8905_8905_8905,1.000000,14644.409988
v8_2019_3_22_11.25_8905_8905_8905,1.000000,31185.033179
v7_2019_3_26_11.83_8905_8905_8905,0.707776,9312.007704
v6_2019_4_1_9.5_8906_8906_8906,1.000000,14202.345017
v7_2019_3_20_9.17_8906_8906_8906,1.000000,9704.239045
v7_2019_3_20_9.75_8905_8905_8905,1.000000,35396.684357
v7_2019_3_28_10.58_8906_8906_8906,1.000000,10700.465123
v7_2019_3_20_11.25_8909_8909_8909,0.411773,721.212256
v6_2019_4_1_11.67_8906_8906_8906,0.404935,4176.552819
v8_2019_3_22_9.92_8909_8909_8909,0.465641,846.430537
v7_2019_3_28_11.5_8905_8905_8905,1.000000,14766.330271
v7_2019_3_20_10.5_8905_8905_8905,1.000000,33442.354407
v6_2019_4_1_10.92_8909_8909_8909,0.457973,970.337406
v7_2019_3_20_11.33_8909_8909_8909,0.408359,657.743547
v7_2019_3_26_9.25_8905_8905_8905,1.000000,29387.081295
v7_2019_3_20_9.42_8905_8905_8905,1.000000,34693.441703
v6_2019_4_1_9.92_8905_8905_8905,1.000000,50515.118703
v8_2019_3_22_11.75_8909_8909_8909,0.189050,511.688457
v7_2019_3_26_10.67_8909_8909_8909,0.217402,239.481419
v6_2019_4_1_10.33_8906_8906_8906,1.000000,14873.925117
v7_2019_3_20_11.67_8909_8909_8909,0.184414,424.723445
v7_2019_3_20_11.5_8909_8909_8909,0.358441,536.040172
v7_2019_3_28_9.75_8909_8909_8909,0.453265,707.971793
